programid	title	genre	channel	broadcasttime	period	country	director
59106	최강커플	연예/오락					
59107	아메리카 갓 탤런트 시즌5	연예/오락					
59108	청춘불패 시즌2	연예/오락	KBS2	토 17시 05분		한국	
59109	NEW 씨리얼	연예/오락					
59110	이미숙의 배드신	연예/오락					
59111	TV 방자전	국내드라마					
59112	아름다운 중국	시사교양					
59113	이명박 대통령과의 대화	기타	KBS1	목 22시 00분		한국	
59114	시크릿 오브 다운튼 패밀리 시즌 1	해외드라마					
59115	그 곳에 고향이 있었네	기타	KBS1	화 22시 00분		한국	
59116	종가, 500년의 초대	기타	KBS1	월, 화 11시 00분			
59117	세상에서 가장 아름다운 드라마 생生	기타	KBS1	일 22시 30분		한국	
59118	추석특집 박철순의 열혈구단	기타	KBS1	토 23시 10분		한국	
59119	오사카 작은 한국, 쯔루하시 사람들	기타	KBS1	월 23시 10분			
59120	꽃담의 유혹	기타	KBS1	월, 화 16시 00분			
59121	추석특집 닮은꼴 총출동 나는 가짜다	기타	KBS2	월 10시 00분		한국	
59122	추석특집 미녀의 비밀	기타	KBS2	월 18시 00분		한국	
59123	新귀거래사 - 지금 고향으로 갑니다	기타	MBC	토 07시 30분		한국	
59124	우리가 사랑한 여배우들 - 카페 정윤희	기타	MBC	화 08시 30분		한국	
59125	창사 50주년 특집 - 아스팔트 위의 인생	시사교양	MBC	목 23시 05분		한국	
59127	미션 퀴즈	시사교양	EBS	화 20시 00분		한국	
59128	미술탐험대	애니메이션	EBS	일 09시 40분		한국	
59129	닮은꼴 스타 총출동 나는 가짜다	기타	KBS2	월 10시 00분			
59130	추석특집 아이돌 대격돌 마법의제왕	기타	KBS2	화 19시 20분		한국	
59131	추석특집 다문화가족 노래자랑	기타	KBS1	월 12시 10분		한국	
59132	Boom The K-Pop	연예/오락					
59133	출발! 모나리자호 미술탐험대	애니메이션	KBS2	수, 목 15시 35분		캐나다	
59134	SNL 코리아 시즌1	연예/오락					
59135	공존의 사회	시사교양	MBC	목, 금 23시 05분			
59136	침략! 오징어 소녀 2기	애니메이션					
59137	워킹!! 2기	애니메이션					
59138	퀴즈쇼 곱하기 9	연예/오락	SBS	목 18시 00분		한국	
59139	블레이징 틴스3	애니메이션					
59140	비밀첩보원 에리카	해외드라마					
59141	김병만의 정글의 법칙 시즌1	연예/오락	SBS	금 23시 05분		한국	
59142	컨페션 : 고해	해외드라마					
59143	금난새와 함께하는 키즈 클래식 오디션	연예/오락					
59144	I do 슈퍼모델	연예/오락					
59145	스카우트	연예/오락	KBS1	수 19시 30분		한국	
59146	전업 주부 탐정 ~ 나는 그림자	해외드라마					
59147	런 어웨이 ~ 사랑하는 너를 위해서	해외드라마					
59148	내가 연애할 수 없는 이유	해외드라마					
59149	컵케이크 워 시즌1	연예/오락					
59150	보쿠라노 온가쿠	연예/오락					
59151	레스토랑 배틀	연예/오락					
59152	운명의 인간	해외드라마					
59153	나도, 꽃!	국내드라마	MBC	수, 목 21시 55분		한국	
59154	빅 브라더스	연예/오락	KBS2	수 23시 15분		한국	
59156	개구리중사 케로로 7기	애니메이션					
59157	개구리중사 케로로 6기	애니메이션					
59158	아따맘마 8기	애니메이션					
59159	아따맘마 7기	애니메이션					
59160	말하는 강아지 마사	애니메이션					
59161	다이노 댄	시사교양					
59162	쟈니테스트 2기	애니메이션					
59163	사랑해 ~유대~	해외드라마					
59164	츠카하라 보쿠덴	해외드라마					
59165	비터 슈가	해외드라마					
59166	최종병기 그녀	연예/오락	KBS2	일 21시 05분		한국	
59167	더 라잉 게임	해외드라마					
59168	타마유라	애니메이션					
59169	미스터리 르포 블랙홀	연예/오락					
59170	길티 크라운	애니메이션					
59171	도시락 전쟁	애니메이션					
59172	키즈 어드벤처 - 여기가 어디야?	시사교양	MBC	수 15시 00분			
59173	아시아의 열대	시사교양	EBS	월, 화, 수 21시 50분		총 5부작	
59174	경계선상의 호라이즌 1기	애니메이션					
59175	마시로색 심포니	애니메이션					
59176	피그말리온의 사랑	해외드라마					
59177	작안의 샤나 3기	애니메이션					
59178	기동전사 건담 AGE	애니메이션					
59179	클로징벨	시사교양					
59180	여기는 공원 앞 파출소 2기	애니메이션					
59181	여기가 소문의 엘파라시오	해외드라마					
59182	그, 남편, 남자친구들	해외드라마					
59183	HUNTER~그 여자들, 현상금 사냥꾼	해외드라마					
59184	독희와 나	해외드라마					
59185	브레인 빅뱅	연예/오락	EBS	금 19시 50분		한국	
59186	방세옥	해외드라마					
59187	나는 친구가 적다	애니메이션					
59188	너와 나 1기	애니메이션					
59189	치하야후루	애니메이션					
59191	맹수대백과60	시사교양					
59192	죽어도 예쁜걸	해외드라마					
59193	터미널	국내드라마	KBS2	일 23시 15분		한국	
59194	Guys Make Wonder	연예/오락					
59195	샐러리맨 초한지	국내드라마	SBS	월, 화 21시 55분		한국	
59196	내일이 오면	국내드라마	SBS	토, 일 20시 40분		한국	
59197	사랑은 콩다콩 2기	애니메이션					
59198	사랑은 콩다콩 3기	애니메이션					
59199	메탈베이블레이드4D	애니메이션					
59200	전국 퀴즈 선수권대회	연예/오락					
59201	코피한	애니메이션					
59202	페르소나4	애니메이션					
59203	기막힌 리포트 현기증	시사교양	KBS2	목 20시 50분			
59204	99인의 로맨스	시사교양	KBS2	금 19시 30분			
59206	나의 하늘 ~ 형사편	해외드라마					
59207	나사케의 여자 스페셜	해외드라마					
59208	행복의 노란 손수건	해외드라마					
59209	과수연의 여자 11기	해외드라마					
59210	프린지 시즌 4	해외드라마					
59211	마켄키	애니메이션					
59212	미래일기	애니메이션					
59213	여의도24시 증시포차	시사교양					
59214	울버린	애니메이션					
59215	에드워드권, 아시아를 요리하다	시사교양					
59216	마루모의 규칙 스페셜	해외드라마					
59217	잘만 킹의 바디랭귀지 시즌 2	해외드라마					
59218	메이드 인 유	연예/오락					
59219	벤 10 : 에일리언 포스	애니메이션					
59220	벤10 : 얼티메이트 에일리언	애니메이션					
59221	나비부인	해외드라마					
59223	기프티드맨	해외드라마					
59224	사마귀 유치원	연예/오락	KBS2	일 21시 15분			
59225	왔어 왔어 제대로 왔어	연예/오락					
59226	내 딸 꽃님이	국내드라마	SBS	월 ~ 금 19시 20분		한국	
59227	UN-GO	애니메이션					
59228	바쿠만 2기	애니메이션					
59229	필살기	국내드라마	KBS2	일 23시 25분		한국	
59230	살인의 역사	해외드라마					
59231	기동천사 엔젤릭 레이어	애니메이션					
59232	엑스맨	애니메이션					
59234	칠드런 오브 더 아마존	시사교양					
59235	우주에서 온 모자코 1기	애니메이션					
59236	슈퍼 히어로! 펫 삼총사	애니메이션					
59237	파워 마스크	애니메이션	KBS2	수 17시 00분		중국, 한국, 미국	
59238	인수대비	국내드라마					
59239	김구라 문희준의 검색녀	연예/오락	OBS 경인TV	목 23시 10분		한국	
59240	태양의 신부	국내드라마	SBS	월 ~ 금 08시 30분		한국	
59241	82년생 지훈이	국내드라마	KBS2	일 23시 15분		한국	
59242	나는 살아 있다	국내드라마	MBC	일 23시 50분		한국	
59243	화피	해외드라마					
59244	인스파이어 나우 시즌3	시사교양					
59245	엄지네	국내드라마	KBS1	금 23시 20분		한국	
59246	커플매칭쇼 선택일치	연예/오락					
59247	보보경심	해외드라마					
59248	포청천 2011	해외드라마					
59249	세상을 훔친 거인! 주원장 2011	해외드라마					
59250	파트너 시즌 10	해외드라마					
59251	매일음악회	연예/오락					
59252	SHOW K MUSIC	연예/오락					
59253	미녀삼총사	시사교양					
59254	욕해도 될까요?	시사교양	EBS	월, 화 21시 50분		한국	
59255	오늘만 같아라	국내드라마	MBC	월 ~ 금 20시 15분		한국	
59256	괴도 로얄	해외드라마					
59257	11명도 있어!	해외드라마					
59258	찌아찌아족 한글 도입 2년, 그 후	시사교양	EBS	수 21시 50분		한국	
59259	신의 부인	해외드라마					
59260	카네이션	해외드라마					
59261	인간 박정희 (가제)	국내드라마					
59262	천상의 화원 곰배령	국내드라마					
59264	컬러 오브 우먼	국내드라마					
59265	아빠와 딸의 7일간	국내드라마					
59266	녹색전차 해모수	애니메이션	KBS2			한국	
59267	이수근의 바꿔드립니다	연예/오락					
59268	김수미의 쇼킹	연예/오락					
59269	캘리포니케이션 시즌 4	해외드라마					
59270	김성주의 모닝카페	시사교양					
59271	지금 해결해드립니다	시사교양					
59272	스토리텔링 매직쇼	연예/오락					
59273	전군노래자랑	연예/오락					
59274	하얀묵시록 그린란드	시사교양					
59275	아내의 자격	국내드라마					
59276	청담동 살아요	연예/오락					
59277	아이칼리 시즌 4	해외드라마					
59278	여자가 두번 화장할 때	국내드라마					
59279	아이칼리 시즌 5	해외드라마					
59280	WAVE K-POP	연예/오락	OBS 경인TV	일 13시 55분		한국	
59281	수퍼내니 코리아	연예/오락					
59282	당신 뿐이야	국내드라마	KBS1	월 ~ 금 20시 25분		한국	
59283	하우스 오브 아누비스	해외드라마					
59284	여자의 거울	국내드라마	SBS	월 ~ 금 08시 40분		한국	
59285	재회	국내드라마	SBS				
59286	파도 위의 집	국내드라마	SBS				
59288	꾸러기 닌자 토리 5	애니메이션					
59289	미키마우스 클럽하우스	애니메이션					
59290	대한민국 패션퀸	연예/오락					
59291	갱생 버라이어티 하바나	연예/오락	OBS 경인TV	토 20시 15분		한국	
59292	뮤지컬 스타	연예/오락					
59293	슈퍼 앱 코리아	연예/오락					
59294	현금택시 시즌1	연예/오락					
59295	화산	시사교양	EBS	월, 화, 수 21시 50분		한국	
59296	DOCTORS 최강의 명의	해외드라마					
59297	리벤지	해외드라마	KBS2	토 24시 35분		미국	
59298	수호천사 김영구	국내드라마	KBS2	일 23시 25분		한국	
59299	비디오 서바이벌 디렉터스	연예/오락					
59300	데스캠프 24시	연예/오락					
59301	부부클리닉 사랑과 전쟁 시즌2	국내드라마	KBS2	금 23시 05분		한국	
59302	문나이트 90	연예/오락					
59303	더킹 투하츠	국내드라마	MBC	수, 목 21시 55분		한국	
59304	광염 소나타	국내드라마	KBS1	수 23시 25분		한국	
59305	보글보글 쿡 시즌2	애니메이션	MBC	목 16시 30분		한국	
59306	아름다운 변신 Let 미인	시사교양					
59307	핑구어리	국내드라마	SBS	목 10시 30분		한국	
59308	KBS 전국민 합창대축제 - 더 하모니	기타	KBS2	금 23시 05분		한국	
59309	어벤저스 시즌 1	해외드라마					
59310	검볼	애니메이션					
59311	골판지 전사	애니메이션					
59312	컴백쇼 톱10	연예/오락					
59313	스피드	국내드라마					
59314	잘만 킹의 바디랭귀지 시즌 1	해외드라마					
59315	서울 하늘 아래	국내드라마	MBC			한국	
59316	당신없는 행복이란	국내드라마	MBC			한국	
59317	갯마을	국내드라마	MBC			한국	
59318	란마 1/2	해외드라마					
59320	갈수록 기세등등	연예/오락					
59321	TV소설 복희 누나	국내드라마	KBS2	월 ~ 금 09시 00분		한국	
59322	연애성형 프로젝트 S.O.S	국내드라마					
59323	절대그이	국내드라마	MBC			한국	
59324	무원록 조선의 법과 정의	시사교양	EBS	월, 화, 수 21시 50분		한국	
59325	사랑도 돈이 되나요	국내드라마					
59326	닥터 진	국내드라마	MBC	토, 일 21시 50분		한국	
59327	연지패왕	해외드라마					
59328	어벤저스: 어스 마이티스트 히어로즈 시즌 1	해외드라마					
59329	뉴 어벤저스 시즌 1	해외드라마					
59330	최후의바다, 태평양	시사교양	SBS	일 23시 00분		한국	
59331	의뢰인K	시사교양	KBS2	목 20시 50분		한국	
59332	부탁해요 캡틴	국내드라마	SBS	수, 목 21시 55분		한국	
59333	언어 발달의 수수께끼	시사교양	EBS	월, 화, 수 21시 50분		한국	
59334	늑대의 유혹	국내드라마					
59335	신들의 만찬	국내드라마	MBC	토, 일 21시 50분		한국	
59336	서검은구록	해외드라마					
59338	가면라이더 오즈	해외드라마					
59339	가면라이더 덴오	해외드라마					
59340	G-맨 게임종결자	연예/오락					
59341	성공시대	시사교양	MBC	일 13시 00분		한국	
59342	경찰청 사람들	시사교양	MBC	월, 화 13시 00분		한국	
59343	열정시대	국내드라마	SBS			한국	
59345	여신밴드	연예/오락					
59346	토요일 토요일은 즐거워	연예/오락	MBC	토 17시 00분			
59347	주먹이 운다 시즌2	연예/오락					
59348	TV 가요 20	연예/오락	SBS				
59349	LAUNCH MY LIFE	연예/오락					
59350	인라이튼드	해외드라마					
59351	홈랜드 시즌 1	해외드라마					
59352	아내의 숨소리	국내드라마	KBS2	일 23시 35분		한국	
59353	해를 품은 달	국내드라마	MBC	수, 목 21시 55분		한국	
59354	LIFE 스페셜	시사교양					
59355	이야기쇼 두드림	연예/오락	KBS2	토 22시 25분		한국	
59356	뉴스 & 이슈	시사교양					
59357	원스 어폰 어 타임	해외드라마					
59358	김코흐트의 딜리셔스 코리아	시사교양					
59359	부자의 탄생 시즌2	연예/오락					
59360	데스 밸리	해외드라마					
59361	막이래쇼 : 무작정탐험대 시즌2	연예/오락					
59362	사랑하는 메종 ~레인보우 로즈~	해외드라마					
59363	2011 희망로드 대장정	시사교양	KBS1	토 17시 35분		한국	
59364	치매를 부탁해	시사교양	EBS	월, 화 21시 50분		한국	
59365	어제 그리고 내일	국내드라마	MBC			한국	
59366	다녀왔습니다	국내드라마	MBC			한국	
59367	유혹	국내드라마	KBS2			총 120부작	
59368	엄홍길의 챌린저 쇼 소나무	시사교양					
59369	최은경의 Mom대로 키워라	시사교양					
59370	연인	국내드라마	SBS	월 ~ 금 20시 55분			
59371	슈퍼걸 콘테스트 2011	연예/오락					
59372	스타 인생극장	시사교양	KBS2	월 ~ 금 20시 20분		한국	
59373	수당영웅	해외드라마					
59374	록맨 에그제 비스트	애니메이션					
59375	코바토	애니메이션					
59376	번당화원	해외드라마					
59377	사랑은 블루	국내드라마	SBS	수, 목 20시 50분		한국	
59379	블루스킨	해외드라마					
59380	진실게임! 가짜를 찾아라	연예/오락	SBS	화 20시 50분		한국	
59381	서경시 체육회 구조조정 비하인드 스토리	국내드라마	KBS2	일 23시 25분		한국	
59382	난폭한 로맨스	국내드라마	KBS2	수, 목 21시 55분		한국	
59383	착한남자	국내드라마	SBS			한국	
59384	그녀의 별이 반짝일때	국내드라마	KBS2			한국	
59385	여자 대 여자	국내드라마	MBC			한국	
59386	타다! 잇츠 마이네임	연예/오락					
59387	가족의 탄생	연예/오락	KBS2	토 17시 15분		한국	
59388	다시 사랑한다 말할까	시사교양	EBS	수 21시 50분		한국	
59389	세상의 모든 다큐	시사교양	KBS2	수, 목 24시 25분		한국	
59390	한국 재발견	시사교양	KBS1	토 10시 30분		한국	
59391	펫 스토리	연예/오락					
59392	시크릿 유럽	연예/오락					
59393	하이 샌프란시스코	시사교양					
59394	조나스, LA에 가다	해외드라마					
59395	코리아 게이트	국내드라마	SBS			한국	
59396	제3병원	국내드라마					
59397	본즈 시즌 7	해외드라마					
59398	지식콘서트 내일	시사교양	KBS1	금 22시 00분		한국	
59399	서기 1644	시사교양					
59400	SBS MTV K-POP 20	연예/오락					
59401	SBS MTV POP 20	연예/오락					
59402	플레이리스트	연예/오락					
59403	플레인 제인 시즌2	연예/오락					
59404	저지 쇼어 시즌4	연예/오락					
59405	매치 업	연예/오락					
59406	시간여행 메모리	연예/오락					
59407	웬 아이 워즈 세븐틴 시즌2	연예/오락					
59408	가면라이더 키바	해외드라마					
59409	지운수대통	국내드라마					
59410	자체발광 그녀	국내드라마					
59411	한글친구 아라차 시즌1	시사교양	EBS	금 08시 10분		한국	
59412	떼굴떼굴 미술상자	시사교양	EBS	금 08시 00분		한국	
59413	신사의 품격	국내드라마	SBS	토, 일 21시 50분		한국	
59414	동화 2분의 1	해외드라마					
59415	위즈 시즌 7	해외드라마					
59416	사상 최악의 데이트 시즌4	연예/오락					
59417	수요기획	시사교양	KBS1	수 23시 40분		한국	
59418	도라에몽 8	국내드라마					
59419	도라에몽 9	애니메이션					
59420	도라에몽 10	애니메이션					
59421	블루드래곤 천계의 7룡	애니메이션					
59422	동요나라	국내드라마	MBC	일 16시 20분		한국	
59423	꼴찌 수색대	국내드라마	MBC			한국	
59424	김형사 강형사	국내드라마	MBC			한국	
59425	내친구 깨치	국내드라마	MBC			한국	
59426	스타탄생	국내드라마	MBC			한국	
59427	사람과 사람	국내드라마	MBC			한국	
59428	시사코미디 10PM	연예/오락					
59429	리얼 펑크드 시즌3	연예/오락					
59430	아메리카 베스트 댄스 크루 시즌6	연예/오락					
59431	이수근 김병만의 상류사회	연예/오락					
59432	소자녀해향전충	해외드라마					
59433	널 기억해	국내드라마	SBS	금 23시 10분		한국	
59434	진심청안양차령	해외드라마					
59435	더 엑스 팩터	연예/오락					
59436	개그공화국	연예/오락					
59437	대야망	국내드라마					
59438	더 듀엣	연예/오락					
59439	이제는 전원시대	시사교양					
59440	오픈 더 스타	연예/오락					
59441	스타토크멘터리 MY STORY	연예/오락					
59442	분노의 시대를 넘어	시사교양					
59443	엄마의 도전, 사하라 사막에서 희망을 찾다	시사교양					
59444	한국의 거인들	시사교양					
59445	공현주의 매거진S	국내드라마					
59446	이중주	국내드라마	KBS2	일 23시 25분		한국	
59448	100년의 가게	시사교양	KBS1	일 13시 20분		한국	
59449	형사 젠	해외드라마	KNN 부산경남방송	토 24시 00분		독일, 영국, 이탈리아	
59450	퀴어 애즈 포크 시즌 1	해외드라마					
59451	퀴어 애즈 포크 시즌 2	해외드라마					
59452	음치들의 반란 앙코르	연예/오락					
59453	만남	국내드라마	SBS			한국	
59454	여자 마흔다섯	국내드라마	SBS			한국	
59455	청춘의 초상	국내드라마	MBC				
59456	갈채	국내드라마	MBC			한국	
59457	친구야 친구	국내드라마	MBC			한국	
59458	사랑합시다	국내드라마	MBC			한국	
59459	새아씨	국내드라마	MBC			한국	
59460	미스 김의 부메랑	국내드라마	MBC			한국	
59461	별난가족 별난학교	국내드라마	MBC			한국	
59462	댕기동자	국내드라마	MBC			한국	
59463	와이프 아웃	해외드라마					
59464	햇빛사냥	국내드라마	MBC			한국	
59465	불멸의 국가대표	연예/오락					
59466	구름빵 시즌2	애니메이션	KBS1	토 14시 00분		한국	
59467	박순경	국내드라마	MBC			한국	
59468	한강	국내드라마	MBC			한국	
59469	칸타빌레	연예/오락					
59470	어리 이야기	애니메이션	KBS2	화 17시 00분		총 26부작	
59471	P.S. I ♥ You 박정현	연예/오락					
59472	원더풀 코리아	시사교양					
59473	홍변호사	국내드라마	MBC			한국	
59474	홍사초롱	국내드라마	MBC				
59475	반디네집	국내드라마	SBS			한국	
59476	깜.놀 드림 프로젝트	연예/오락					
59477	소녀시대와 위험한 소년들	연예/오락					
59478	연예특종 서바이벌	연예/오락					
59479	우보기행	시사교양					
59481	세 남자의 선택	시사교양					
59482	도나헤이의 스타일 키친	시사교양					
59483	신동엽 김병만의 개구쟁이	연예/오락					
59484	A.N.T. 팜	해외드라마					
59485	닥터의 승부	연예/오락					
59487	뮤직 온 탑	연예/오락					
59489	휴먼르포 마이 트루 스토리 시즌3	시사교양					
59490	아들을 위하여	국내드라마	KBS2	일 23시 30분		한국	
59491	KBS 글로벌 진단 - 위기의 시대	시사교양	KBS1	화 22시 00분		한국	
59492	주병진 토크 콘서트	연예/오락	MBC	목 23시 05분		한국	
59493	늦어서 미안해	국내드라마	KBS2	일 23시 25분		한국	
59494	또래와 뚜리	국내드라마	MBC			한국	
59495	겨울새	국내드라마	SBS			한국	
59496	노란 복수초	국내드라마					
59497	컵케이크 워 시즌2	연예/오락					
59498	탑 셰프 : 디저트	연예/오락					
59499	해피앤드	국내드라마					
59500	이제 만나러 갑니다	연예/오락					
59501	K-Popcon	연예/오락					
59502	아트 스쿨	연예/오락					
59503	그 여자 그 남자	연예/오락					
59504	개그시대	연예/오락					
59505	특종! 연예 인사이드	연예/오락					
59506	레드카펫	연예/오락					
59507	무비홀릭	연예/오락					
59508	다섯남자의 맛있는 파티	시사교양					
59509	너는 내 운명	시사교양					
59510	친절한 의사들	시사교양					
59511	보이는 특강	시사교양					
59512	여행이 좋다	시사교양					
59513	오픈 존 : 러프컷	시사교양					
59514	TOP 10 시청자 마당	시사교양					
59515	도전! 수퍼모델 시즌17	연예/오락					
59516	교동마님	국내드라마	MBC			한국	
59517	멋진 친구들 시즌1	연예/오락	KBS2			한국	
59518	멋진 친구들 시즌2	연예/오락	KBS2			한국	
59519	그녀는 당신에게 반하지 않았다	연예/오락					
59520	프렌즈 위드 베네핏	해외드라마					
59521	생명, 40억년의 비밀	시사교양	EBS	월, 화, 수 21시 50분		한국	
59522	더 보이스 오브 코리아	연예/오락					
59523	슈퍼디바 2012	연예/오락					
59524	한줄뉴스	연예/오락	SBS	토 24시 00분		한국	
59525	적반하장	연예/오락	SBS	토 24시 00분		한국	
59526	더 레드	연예/오락	SBS	토 24시 00분		한국	
59527	한사장	연예/오락	SBS	토 24시 00분		한국	
59528	끝장드라마	연예/오락	SBS	토 24시 00분		한국	
59529	하오 & 차오	연예/오락	SBS	토 24시 00분		한국	
59530	나였으면	연예/오락	SBS	토 24시 00분		한국	
59531	우리말 차이점	연예/오락	SBS	토 24시 00분		한국	
59532	솔직한 가족	연예/오락	SBS	토 24시 00분		한국	
59533	그 말 만은	연예/오락	SBS	토 24시 00분		한국	
59534	홍도를 아십니까	연예/오락	SBS	토 24시 00분		한국	
59535	아버지가 미안하다	국내드라마					
59536	여배우들	연예/오락					
59537	거장, 전설을 만나다	연예/오락					
59538	데이팅 인 더 다크	연예/오락					
59539	배드 레이서	연예/오락					
59540	소오강호	해외드라마					
59541	新서유기	해외드라마					
59542	퀴즈쇼 아이돌 시사회	연예/오락					
59543	히어로	국내드라마					
59544	스쿨버스	국내드라마	MBC	목 09시 45분		한국	
59545	가면무도회	연예/오락					
59546	세여자	국내드라마	KBS2			한국	
59547	연예 in TV	연예/오락					
59548	행복	국내드라마	MBC	월 ~ 토 09시 00분		한국	
59549	강력반	국내드라마	MBC	금 19시 30분		한국	
59550	이젠 아무도 사랑하지 않는다	국내드라마	MBC			한국	
59551	새댁	국내드라마	MBC			한국	
59552	그대의 창	국내드라마	SBS			한국	
59553	나팔꽃	국내드라마	MBC			한국	
59554	어가유산	해외드라마					
59555	애드버킷	해외드라마					
59556	할아버지는 25살	해외드라마					
59557	수취인불명 편지	연예/오락					
59558	프로포즈 대작전	국내드라마					
59559	도롱뇽도사와 그림자 조작단	연예/오락	SBS	금 23시 05분		한국	
59560	메디컬 스토리 닥터스	시사교양	MBC	월 18시 50분		한국	
59561	아내가 사라졌다	국내드라마	KBS2	일 23시 30분		한국	
59562	코미디 빅 리그 시즌2	연예/오락					
59563	쥬얼펫 트윙클	애니메이션					
59564	폴리와 함께하는 교통안전이야기	애니메이션	EBS	금 17시 40분		한국	
59565	격동1930 광저우	해외드라마					
59566	포송령	해외드라마					
59567	스타바이트	연예/오락					
59568	고향을 부탁해	시사교양	MBC	목 18시 50분		한국	
59569	여성토론 위드	시사교양	MBC	월 11시 00분		한국	
59570	마스터 셰프 코리아	연예/오락					
59571	니세모노가타리	애니메이션					
59572	킬미 베이비	애니메이션					
59573	Wish Camping 포토스타	연예/오락					
59574	윤회의 라그랑제 1기	애니메이션					
59575	남자고교생의 일상	애니메이션					
59576	KBS 뉴스 옴브즈맨	시사교양	KBS1	일 17시 10분		한국	
59577	커뮤니티 시즌 3	해외드라마					
59578	화차	해외드라마					
59579	이층의 악당	연예/오락	KBS2	일 21시 05분		한국	
59580	패션 넘버 5	연예/오락	KBS2	일 21시 05분		한국	
59581	선녀가 필요해	연예/오락	KBS2	월 ~ 금 19시 45분		한국	
59582	위대한 유산	연예/오락	KBS2	일 21시 05분		한국	
59583	계절풍	국내드라마	KBS2			한국	
59584	아빠 말 좀 들어라!	애니메이션					
59585	리코더와 란도셀 도	애니메이션					
59586	뮤직 버라이어티 룰루랄라	연예/오락	MBC	일 17시 00분		한국	
59587	세대공감 1억 퀴즈쇼	연예/오락	SBS	금 21시 55분		한국	
59588	탐정 오페라 밀키홈즈 1기	애니메이션					
59589	탐정 오페라 밀키홈즈 2기	애니메이션					
59590	나츠메 우인장 사	애니메이션					
59591	이게 아닌데	연예/오락	MBC	금 24시 35분		한국	
59592	홀리랜드	국내드라마					
59593	나의 실억 여자친구	해외드라마					
59594	전희철창 심포기어	애니메이션					
59595	아들아 너는 아느냐	국내드라마	SBS	일 20시 45분		한국	
59596	Another	애니메이션					
59597	이태혁과 최고승부사들	시사교양					
59598	닥치고 꽃미남밴드	국내드라마					
59599	신의 퀴즈 시즌3	국내드라마					
59600	JTBC 뉴스 10	시사교양					
59601	로맨스가 필요해 2012	국내드라마					
59602	결혼의 꼼수	국내드라마					
59603	소녀시대의 크리스마스 동화	기타	MBC	토 24시 20분		한국	
59604	겁쟁이 다람쥐 토토리	애니메이션					
59605	노다메 칸타빌레 피날레	애니메이션					
59606	모닝뉴스쇼 깨	시사교양					
59607	KBS 드라마 스페셜 연작시리즈 시즌2	국내드라마	KBS2	일 23시 45분		한국	
59608	후궁	해외드라마					
59609	슈퍼스타K 3 별을 노래하다 시즌2	시사교양					
59610	슈퍼스타k 3 소셜클럽	연예/오락					
59611	지식기부 콘서트N	시사교양					
59612	뉴스A	시사교양					
59613	동고동락	연예/오락					
59614	최현우, 노홍철의 매직홀	연예/오락					
59615	TV조선 스페셜	시사교양					
59616	영상추적 NOW	시사교양					
59617	열린 비평, TV를 말하다	시사교양					
59618	이혜영의 여자&	시사교양					
59619	8020 이어령 학당	시사교양					
59620	된장과 바게트	시사교양					
59621	정진홍의 휴먼파워	시사교양					
59622	스토리 헌터	시사교양					
59623	시청자 의회	시사교양					
59624	별별 랭킹쇼	시사교양					
59625	충무로 와글와글	시사교양					
59626	소중한 나눔 무한행복	시사교양					
59627	MBN 남산 토론	시사교양					
59628	청와대의 밥상	시사교양					
59630	아름다운 백만장자	시사교양					
59631	굿모닝 MBN	시사교양					
59632	뉴스 M	시사교양					
59633	KBS특별기획 사회적자본	시사교양	KBS1	화, 수, 목 22시 00분		한국	
59634	더 체어 코리아 시즌1	연예/오락					
59635	스튜디오 C	연예/오락					
59636	뉴스전망대	시사교양					
59637	JTBC 모닝쇼 7	시사교양					
59638	뉴스의 현장	시사교양					
59639	JTBC 주말뉴스	시사교양					
59640	탐사코드 J	시사교양					
59641	선데이 피플&피플	시사교양					
59642	뉴스메이커 말말말	시사교양					
59643	유로스페셜 여총리 비르기트	해외드라마					
59644	채널A 다큐스페셜	시사교양					
59645	최초공개 인사이드 DMZ	시사교양					
59646	스마트 IT 수다	연예/오락					
59647	TV로드 인 아시아	기타					
59649	최.박의 시사토크 판	시사교양					
59650	끝에서 두번째 사랑	해외드라마					
59651	형사 쿠로카와 스즈키	해외드라마					
59652	수학♥여자학원	해외드라마					
59653	변우민 박지윤의 행복카페	시사교양					
59654	연예 포토라인	연예/오락					
59655	2011 TV문학관	국내드라마	KBS1	수, 목, 금 23시 20분		한국	
59656	리버 오디세이	시사교양					
59657	사랑방 손님과 어머니	국내드라마	KBS1	목 23시 20분		한국	
59658	악마의 질문 - 선의의 비판자	시사교양					
59659	감성여행 떠난다면 그들처럼	시사교양	SBS	금 18시 30분		한국	
59660	나눔 프로젝트 자니윤 쇼 (가제)	연예/오락					
59661	희대의 스토커 : 누군가 보고 있다	연예/오락					
59662	스텝파더 스텝	해외드라마					
59663	연애 니트 ~ 잊어버리고 있었던 사랑을 시작하는 방법	해외드라마					
59664	최고의 인생을 마감하는 방법 ~엔딩 플래너~	해외드라마					
59665	이상의 아들	해외드라마					
59666	매드 독스	해외드라마					
59667	케네디	해외드라마					
59668	2011 K-POP 뮤직 페스트 인 시드니	기타	MBC	일 23시 50분			
59669	얼짱시대 시즌6	연예/오락					
59670	역사채널e	시사교양	EBS	금 20시 25분		한국	
59671	풀하우스	연예/오락	KBS2	일 21시 15분		한국	
59672	어제 온 관객 오늘 또 왔네	연예/오락	KBS2	일 2시 10분		한국	
59673	리얼리T	연예/오락	KBS2	일 21시 05분		한국	
