programid	title	genre	channel	broadcasttime	period	country	director
58210	무사 백동수	국내드라마	SBS	월, 화 21시 55분		한국	
58211	캐니멀	애니메이션	EBS	금 08시 50분		총 42부작	
58212	뚝딱뚝딱 밥 아저씨	애니메이션	EBS	수, 목 09시 25분			
58213	빅뱅TV 라이브	연예/오락					
58214	장난감 나라의 노디	애니메이션	EBS	월, 화 16시 20분		영국	
58215	슈타인즈 게이트	애니메이션					
58216	도전! 수퍼모델 코리아 시즌2	연예/오락					
58217	교육, 화제의 인물	시사교양	EBS	수 12시 10분		한국	
58218	외국인을 위한 한국어(중급)	시사교양	EBS	월, 화, 수 14시 50분		한국	
58219	KBS 강원도가 좋다	시사교양	춘천 KBS	월 ~ 금 17시 40분		한국	
58220	쿵후 스컹크	애니메이션	EBS	수, 목 19시 10분		총 52부작	
58221	프로포즈 형제 ~출생순서별 남자가 결혼하는 방법~	해외드라마					
58222	드래곤볼	애니메이션					
58224	남과 여	시사교양	EBS	월, 화, 수 21시 50분		한국	
58225	밀림의 왕자 레오	애니메이션					
58226	선택! 직업과 진로	시사교양	EBS	목 06시 00분		한국	
58227	동물일기	시사교양	EBS	일 10시 10분		한국	
58228	역경무뢰 카이지 파계록편	애니메이션					
58229	꼬마요리사	시사교양	EBS	금 08시 30분		한국	
58230	복날이 온다	국내드라마	MBC	토 23시 45분		한국	
58231	실전 취업 가이드	시사교양	EBS	금 06시 00분		한국	
58232	글로벌 KBS! 시청자 여러분 감사합니다!	연예/오락	KBS1	목 18시 50분		한국	
58233	신나는 요정학교	시사교양	EBS	수, 목 09시 30분		총 26부작	
58235	세계의 아이들	시사교양	EBS	금 20시 50분			
58236	인생 후반전	시사교양	EBS	금 23시 30분		한국	
58237	금요극장	연예/오락	EBS	금 24시 05분			
58238	레터 비	애니메이션					
58239	직업의 세계 - 일인자	시사교양	EBS	화 22시 40분		한국	
58241	터치 미	연예/오락					
58242	선생님, 선생님 우리 선생님	시사교양	EBS	목 24시 05분		한국	
58243	미스 리플리	국내드라마	MBC	월, 화 21시 55분		한국	
58244	풋볼 일레븐	연예/오락					
58245	옥상이 있는 아파트	해외드라마					
58246	화려한도전	해외드라마					
58247	Homme 3.0	시사교양					
58248	뷰티 온 에어	시사교양					
58249	달콤한 고향 나들이 달고나	연예/오락	SBS	금 21시 55분		한국	
58250	기자가 만나는 세상 현장 21	연예/오락	SBS	화 20시 50분		한국	
58251	풋볼매거진 골!	연예/오락	SBS	목 24시 45분		한국	
58252	A Pink News 시즌1	연예/오락					
58253	매니	국내드라마					
58254	아름다운 그대에게	국내드라마	SBS			한국	
58255	군대 재발견	시사교양					
58256	따라하면 나도 부자 시즌2	시사교양					
58257	키즈 어드벤처	시사교양	MBC	수 14시 55분		한국	
58258	사냥꾼 이대우	연예/오락					
58259	우리가 물이 되어	국내드라마	MBC	금 21시 55분		한국	
58260	페이트 제로 1기	애니메이션					
58261	테이스티 로드 시즌2	시사교양					
58262	공주의 남자	국내드라마	KBS2	수, 목 21시 55분		한국	
58263	시마시마	해외드라마					
58264	그레이트 셰프	시사교양					
58265	맛있는 남자	연예/오락					
58266	푸드 에세이	시사교양					
58267	마스터 셰프	연예/오락					
58268	올리브 쿠킹타임 듀엣	시사교양					
58269	tvN 스페셜	시사교양					
58270	맛짱	연예/오락					
58271	차승원의 헬스클럽	연예/오락	MBC			한국	
58272	지구용사 벡터맨 2기	시사교양					
58273	순백지련	해외드라마					
58274	MY 성공 BUSINESS	연예/오락					
58275	반장 진난서 아즈미 반장 4	해외드라마					
58276	UV는 왜 엠넷을 거부하는가?	연예/오락					
58277	하이킥! 짧은 다리의 역습	연예/오락	MBC	월 ~ 금 19시 45분		한국	
58278	송은이의 eye to eye	시사교양					
58279	트라이앵글 시즌2	연예/오락					
58280	혜자쇼	연예/오락	SBS	수 24시 35분		한국	
58281	전설의 김PD	연예/오락	MBC	금 24시 35분		한국	
58282	꿈의 대화	연예/오락	MBC	수 24시 35분		한국	
58283	위대한 법정	연예/오락	MBC	금 24시 35분		한국	
58284	최초의 만찬	연예/오락	MBC	수 24시 35분		한국	
58285	추억은 방울방울	연예/오락	MBC	금 24시 35분		한국	
58286	내사랑 내곁에	연예/오락	MBC	수 24시 35분		한국	
58287	쉿~!	연예/오락	MBC	수 24시 35분		한국	
58288	MBC 특별 생방송	기타	MBC	금 17시 30분		한국	
58289	사백년의 꿈	국내드라마	KBS2	일 23시 15분		한국	
58290	헤어쇼	국내드라마	KBS2	일 23시 15분		한국	
58291	수퍼키즈	연예/오락					
58292	드림하이 시즌2	국내드라마	KBS2	월, 화 21시 55분		한국	
58293	UV신드롬 비긴즈	연예/오락					
58294	리얼 추격 원티드	시사교양					
58295	행복해지자	해외드라마					
58296	마루모의 규칙	해외드라마					
58297	해님	해외드라마					
58298	스즈키 선생님	해외드라마					
58299	부엉이 시즌2	연예/오락					
58300	연애여왕	해외드라마					
58301	애정경기약	해외드라마					
58303	악녀아초	해외드라마					
58304	Job Star 일단 맡겨! 시즌2	연예/오락					
58305	남해일가일	해외드라마					
58306	남녀생료몰	해외드라마					
58307	꽃미남 수사대	연예/오락	KBS2	일 21시 05분		한국	
58308	와이프 앤 키즈 시즌 2	해외드라마					
58309	직장있고 임자없음	연예/오락					
58310	스포츠 빅 이벤트	연예/오락	SBS	월 01시 10분		한국	
58311	각시탈	국내드라마	KBS2	수, 목 21시 55분		한국	
58312	진시황의 진용	해외드라마					
58313	서부를 향해 달려라 시즌 1	해외드라마					
58314	서부를 향해 달려라 시즌 2	해외드라마					
58315	서부를 향해 달려라 시즌 3	해외드라마					
58316	서부를 향해 달려라 시즌 4	해외드라마					
58317	사랑할수록	국내드라마	MBC	월 ~ 토 09시 00분		한국	
58318	우주선장 율리시스	애니메이션					
58319	정의의 캐산	애니메이션					
58320	우주소년 아톰	애니메이션					
58321	우주소년 짱가	애니메이션					
58322	내사랑 내곁에	국내드라마	SBS	토, 일 20시 40분		한국	
58323	수미옥	연예/오락					
58324	휴먼서바이벌 도전자 시즌1	연예/오락	KBS2	금 23시 05분		한국	
58325	꿈의 피라미드	연예/오락	KBS2	일 10시 50분		한국	
58326	김장훈의 레터 투 김현식	기타	SBS	토 24시 00분			
58328	요쯔바신사의 숨은 직업 실연 보험 ~ 고백 써포트 전문가 ~	해외드라마					
58329	스타 Q10	연예/오락					
58330	네시봉	연예/오락	MBC	금 24시 35분		한국	
58331	특종! 몬스터 피쉬	시사교양					
58332	O' Jamie	시사교양					
58333	제주도 푸른밤	국내드라마	KBS2	토 23시 35분		한국	
58334	씨엔블루 퍼스트 스텝	기타					
58335	비교하는 비교여행	연예/오락					
58336	코리아나 존스	연예/오락					
58337	무무와 푸푸	애니메이션	KBS2	수 16시 30분		총 26부작	
58338	꽃이 피는 첫걸음	애니메이션					
58339	명탐정 코난 8기	애니메이션					
58340	당신이 잠든 사이	국내드라마	SBS	월 ~ 금 19시 20분		한국	
58341	택배왔습니다	연예/오락	KBS2	수 20시 50분		한국	
58342	우리집 여자들	국내드라마	KBS1	월 ~ 금 20시 25분		한국	
58343	20면상의 아가씨	애니메이션					
58344	온에어	연예/오락	SBS	수 20시 50분		한국	
58345	저지 쇼어 시즌3	연예/오락					
58346	공감TV NPC	연예/오락					
58347	베이스볼 S	연예/오락					
58348	안녕 우리들의 유치원	해외드라마					
58349	월 스트리트	시사교양	KBS1	화, 수 24시 35분		중국	
58350	우당탕탕 캐릭터극장	애니메이션	KBS1	토 13시 00분		한국	
58351	비탄의 아리아	애니메이션					
58352	30세의 보건체육	애니메이션					
58353	A채널	애니메이션					
58354	스티브 잡쇠	연예/오락	MBC	수 24시 35분		한국	
58355	도그 데이즈	애니메이션					
58356	소프테니	애니메이션					
58357	토리코	애니메이션					
58358	깜부의 미스터리 아일랜드	애니메이션	KBS1	토 13시 00분		한국	
58359	효우게모노	애니메이션					
58360	라바	애니메이션	KBS1	토 13시 00분		한국	
58361	프로젝트 원	기타					
58362	멍크	애니메이션	KBS1	토 13시 00분		한국	
58363	클럽 엠루트	연예/오락					
58364	빅히트	국내드라마					
58365	C: The Money of Soul and Possibility Control	애니메이션					
58366	쇼쇼쇼	연예/오락					
58368	이소라의 두 번째 프로포즈	연예/오락					
58369	스위트룸 시즌2	시사교양					
58370	때밀이 넘버쓰리	국내드라마	KBS2	토 22시 55분		한국	
58371	로맨스가 필요해 시즌1	국내드라마					
58372	완벽한 스파이	국내드라마	KBS2	일 23시 15분		한국	
58373	드라마틱	연예/오락					
58374	나는 전설이다	연예/오락	OBS 경인TV	수 23시 05분		한국	
58375	우리들에게 날개는 없다	애니메이션					
58376	감수성	연예/오락	KBS2	일 21시 15분		한국	
58377	사운드 오브 드라마	연예/오락	KBS2	일 21시 05분		한국	
58378	일단 뛰어	연예/오락	KBS2	일 21시 05분		한국	
58379	명탐정 코난 9기	애니메이션					
58380	애정마계	해외드라마					
58381	미륵가지무	해외드라마					
58382	다이어트 워 시즌5	연예/오락					
58383	귀가의유혹	해외드라마					
58384	신의 퀴즈 시즌2	국내드라마					
58385	유류수사	해외드라마					
58386	미쓰 아줌마	국내드라마	SBS	월 ~ 금 08시 40분		한국	
58387	신만이 아는 세계 2기	애니메이션					
58388	마약전쟁	시사교양					
58389	울트라 B	애니메이션					
58390	타이거 & 버니	애니메이션					
58391	CO 이식 코디네이터	해외드라마					
58392	더 쇼	연예/오락					
58393	M Story	연예/오락					
58394	마지스카 학교 2	해외드라마					
58395	디테일 김	연예/오락	KBS2	일 21시 05분		한국	
58396	도레미 트리오	연예/오락	KBS2			한국	
58397	팍스 앤 레크리에이션 시즌 3	해외드라마					
58398	마리아†홀릭	애니메이션					
58399	마리아†홀릭 얼라이브	애니메이션					
58400	스파이명월	국내드라마	KBS2	월, 화 21시 55분		한국	
58401	일상	애니메이션					
58402	마돈나 베르데~딸을 위해 낳는일~	해외드라마					
58403	아이 러브 베이스볼 시즌3	연예/오락					
58404	안개에 사는 악마	해외드라마					
58405	란제리 시즌 1	해외드라마					
58406	매드러브	해외드라마					
58407	창의 인재 프로젝트 보물섬	시사교양					
58408	로스트 걸	해외드라마					
58409	보르지아 시즌 1	해외드라마					
58410	아시아의 허브 말레이시아	시사교양	EBS	월 ~ 목 21시 50분		한국, 말레이시아	
58411	카멜롯	해외드라마					
58412	촌티콤 웰컴 투 가오리	국내드라마	KNN 부산경남방송	화 20시 50분		한국	
58413	생방송 N	시사교양	KNN 부산경남방송	목, 금 17시 35분		한국	
58414	모리타씨는 과묵해	애니메이션					
58415	신들의 땅, 앙코르	시사교양	EBS	월 21시 50분		한국	
58416	댄싱 위드 더 스타 시즌 1	연예/오락	MBC	금 21시 55분		한국	
58417	예스셰프 시즌2	연예/오락					
58418	별하늘에 걸린 다리	애니메이션					
58419	다이어트 워 라이프 체인지 스토리 2011	연예/오락					
58420	첸둬둬의 결혼하기	해외드라마					
58421	스포츠 in 스포츠	연예/오락					
58422	손미나의 리얼투어! 갈 데까지 가보자!	시사교양					
58423	가제트	시사교양					
58424	남자공감 랭크쇼 M16	시사교양					
58425	타로의 탑	해외드라마					
58426	You are a 닥터	시사교양					
58427	벽혈검	해외드라마					
58428	슈퍼 투어	연예/오락					
58429	고베 신문의 7일간	국내드라마					
58430	보난자 시즌 1	해외드라마					
58431	시카고 코드	해외드라마					
58432	일자리가 희망입니다	시사교양					
58433	2011 나눔더하기 대축제 - 어린이에게 희망을	기타	KBS1	목 17시 20분		한국	
58434	새법률 산책	시사교양					
58435	아라카와 언더 더 브리지	해외드라마					
58436	용문객잔	해외드라마					
58437	절대남자 시즌1	시사교양					
58438	MBC 930뉴스	시사교양	MBC	월 ~ 금 09시 30분			
58439	밀드레드 피어스	해외드라마					
58440	생활의 발견	연예/오락	KBS2	일 21시 15분		한국	
58441	내 약혼녀 이야기	국내드라마	MBC			한국	
58442	더 팰리스	해외드라마					
58443	개그스타 GCC어워드	연예/오락	KBS2	토 24시 15분		한국	
58444	데드맨 원더랜드	애니메이션					
58445	KTV 230	시사교양					
58446	결혼의 조건	해외드라마					
58447	골든 가요쇼	연예/오락					
58448	주먹이 운다 시즌1	연예/오락					
58449	왕좌의 게임 시즌 1	해외드라마					
58450	청의 엑소시스트	애니메이션					
58452	그대로도 괜찮아	국내드라마	KBS2	수 11시 20분		한국	
58453	쉐임리스 시즌1	해외드라마					
58454	희망릴레이, 우리는 달린다	기타	MBC	수 14시 40분		한국	
58455	애정만만세	국내드라마	MBC	토, 일 21시 50분		한국	
58456	2011 어린이에게 새생명을	시사교양	MBC	목 16시 10분		한국	
58457	러브송	연예/오락					
58458	여배우 하우스 시즌1	시사교양					
58460	부르잖아요, 아자젤씨	애니메이션					
58461	포켓몬스터 베스트위시 1기	애니메이션					
58462	KBS 스포츠 하이라이트	시사교양	KBS2	월 ~ 목 24시 15분		한국	
58463	란제리 시즌 2	해외드라마					
58464	사상 최악의 데이트 시즌3	연예/오락					
58465	아이돌 마스터	애니메이션					
58466	유쾌한 시상식! 그랑프리	연예/오락	KBS2	토 23시 10분		한국	
58467	한양의 뒷골목	시사교양	EBS	월, 화, 수 21시 50분		한국	
58468	우리 결혼했어요 시즌3	연예/오락	MBC	토 17시 15분		한국	
58469	신선조 혈풍록	해외드라마					
58470	리얼 스토리 추적	연예/오락	OBS 경인TV	금 23시 00분		한국	
58471	KBS 사이언스 대기획 인간탐구 3부작 기억	시사교양	KBS1	금 22시 00분		한국	
58472	가십 하우스	시사교양					
58473	휴먼다큐 사랑	시사교양	MBC	금 23시 05분		한국	
58474	헬's 키친 시즌8	연예/오락					
58475	엄마의 고백	시사교양	MBC	금 23시 05분		한국	
58476	엄마, 미안	시사교양	MBC	금 23시 05분		한국	
58477	엄마라는 이름	시사교양	MBC	금 23시 05분		한국	
58478	진실이 엄마	시사교양	MBC	금 23시 05분		한국	
58479	실험쇼! 천재적인 생활	연예/오락					
58480	러브 어페어	국내드라마					
58482	리스너 시즌 2	해외드라마					
58483	대한민국 해병 1137기, 그 남자의 선택	기타					
58484	세기의 결혼식 : 프린스 윌리엄 & 케이트 미들턴	기타					
58485	더 킬링 시즌 1	해외드라마					
58486	막상막하	국내드라마	MBC	월, 화 21시 55분		한국	
58487	오천만의 대질문	연예/오락					
58488	대박의 비밀 돈방석	시사교양					
58489	홈메이드 쿡	시사교양					
58490	오 마이 갓 시즌2	연예/오락					
58491	세기의 커플	연예/오락					
58492	휴먼르포 마이 트루 스토리 시즌2	시사교양					
58493	천국의 국경을 넘다 시즌2	시사교양	EBS	월, 화, 수 21시 50분		한국	
58494	계백	국내드라마	MBC	월, 화 21시 55분		한국	
58495	불후의 명곡 전설을 노래하다	연예/오락	KBS2	토 18시 15분		한국	
58496	스타 특강쇼	연예/오락					
58497	시크릿	연예/오락	KBS2	토 17시 15분		한국	
58498	딸기가 좋아	애니메이션	KBS2	화 16시 30분		총 26부작	
58499	내 이름은 딱공	기타	KBS1	목 13시 00분		한국	
58500	희망TV SBS	기타	SBS	토, 일 09시 00분		한국	
58501	오후의 초록 가방	애니메이션	KBS1	금 13시 30분		한국	
58502	스타일 배틀 로얄 TOP CEO 시즌3	연예/오락					
58503	스타오디션 위대한 탄생 시즌2	연예/오락	MBC	금 21시 55분		한국	
58504	그대 목소리	국내드라마	SBS			한국	
58505	목소리를 낮춰요	국내드라마	SBS			한국	
58506	천당수	해외드라마					
58507	태양의 서커스	기타					
58508	KBS 찾아가는 음악회	연예/오락	KBS1	금 20시 00분		한국	
58509	기묘한 이야기 21세기의 21년째 특별편	해외드라마					
58510	터크&칼라의 우리 결혼 했어요	해외드라마					
58511	인사이드 스포츠	연예/오락					
58512	잠	시사교양	EBS	월, 화, 수 21시 50분		한국	
58513	밴드 서바이벌 TOP 밴드 시즌1	연예/오락	KBS2	토 22시 10분		한국	
58514	여인의 향기	국내드라마	SBS	토, 일 21시 50분		한국	
58515	그런데도 살아간다	해외드라마					
58516	금붕어 클럽	해외드라마					
58517	스트로베리 나이트	해외드라마					
58518	카오스	해외드라마					
58519	도전! 수퍼모델 시즌16	연예/오락					
58520	아메리칸 아이돌 시즌10	연예/오락					
58521	불굴의 며느리	국내드라마	MBC	월 ~ 금 20시 15분		한국	
58522	단 한번의 노래	국내드라마	SBS			한국	
58523	성냥갑 속의 여자	국내드라마	SBS			한국	
58524	엄마의 딸	국내드라마	SBS			한국	
58525	엄마는 못말려	국내드라마	SBS	금 19시 05분		한국	
58526	사랑하는 당신	국내드라마	SBS	수, 목 20시 50분		한국	
58527	행복은 우리가슴에	국내드라마	SBS	월 ~ 금 20시 00분		한국	
58528	내 여자는 섹시 킬러	연예/오락					
58529	우리 식구 열다섯	국내드라마	SBS			한국	
58530	빅재미, 진상 월드컵 TOP 20 시즌2	연예/오락					
58531	가을여자	국내드라마	SBS			한국	
58532	여울	국내드라마	KBS2			한국	
58533	신부의 방	국내드라마	KBS2			한국	
58534	내일의 빛을 잡고 시즌 2	해외드라마					
58535	템페스트	해외드라마					
58536	쇼특급	연예/오락	KBS1			한국	
58537	빠담빠담 그와 그녀의 심장박동소리	국내드라마					
58538	아름다운 그대에게 미남파라다이스 시즌 2	해외드라마					
58539	형사 나루사와 료2: 거짓의 성모	해외드라마					
58540	세자매	국내드라마	KBS2			한국	
58541	여로	국내드라마	KBS1			한국	
58542	부루와 숲속 친구들	애니메이션	KBS2	월, 목 16시 30분		한국	
58543	막이래쇼 시즌1	연예/오락					
58544	내가 니 앱이다 시즌2	연예/오락					
58545	내가 니 앱이다 시즌3	연예/오락					
58546	낭만을 부탁해	시사교양	KBS1	수 19시 30분		한국	
58547	빅 타임 러쉬 시즌 2	해외드라마					
58548	제너레이터 렉스	애니메이션					
58549	쥬블스	애니메이션	SBS	수 16시 00분		일본, 한국	
58550	인스파이어 나우 시즌2	시사교양					
58551	인스파이어 나우 2011	시사교양					
58552	가시고기	국내드라마	MBC			한국	
58553	렛 미 쇼	연예/오락					
58554	이승연과 100인의 여자	시사교양					
58555	리틀 아이슈타인	애니메이션					
58556	냠냠 차우더	애니메이션					
58557	우리 된장녀가 달라졌어요	연예/오락					
58558	FashionN Music	연예/오락					
58559	프풋한 양민이 뿔났다	연예/오락					
58560	사랑비	국내드라마	KBS2	월, 화 21시 55분		한국	
58561	미남이시네요	해외드라마					
58562	삼김시대	국내드라마	SBS			한국	
58564	우리들이 있었다	애니메이션					
58565	매괴강호	해외드라마					
58566	Idol 차트쇼	연예/오락					
58567	Korean Top 20	연예/오락					
58568	비하인드 더 쇼	연예/오락					
58569	세상을 바꾸는 시간, 15분	시사교양					
58570	新 사도행전	시사교양					
58571	사소한 도전 60초	연예/오락	MBC	일 09시 25분		한국	
58573	슈퍼블로거	시사교양	MBC	토 01시 20분		한국	
58574	용사 요시히코와 마왕의 성	해외드라마					
58575	하류의 연회	해외드라마					
58576	당신이 국가대표입니다	시사교양	MBC	월 18시 50분		한국	
58577	신 소림사전기	해외드라마					
58578	생방송 금요와이드	시사교양	MBC	금 18시 20분		한국	
58579	세상의 모든 여행	시사교양	MBC	토 24시 20분		한국	
58580	염석전기	해외드라마					
58581	의피천하	해외드라마					
58582	노방유희	해외드라마					
58583	오란고교 호스트부	해외드라마					
58584	자유선언 토요일	연예/오락	KBS2	토 17시 15분		한국	
58585	M! Pick	연예/오락					
58586	글로벌 성공시대	시사교양	KBS1	토 19시 10분		한국	
58587	바티스타 수술 팀의 영광 3: 아리아드네의 탄환	해외드라마					
58588	절대영도2: 특수 범죄 잠입 수사	해외드라마					
58589	싸이킥 히어로	애니메이션	MBC	월, 화 16시 30분		한국, 태국	
58590	굿모닝 대한민국	시사교양	KBS2	월 ~ 금 06시 00분		한국	
58591	사랑과 이별	국내드라마	MBC			한국	
58592	쿠도 신이치에게 도전장	해외드라마					
58593	불닥터	해외드라마					
58594	오토마을 붕붕 친구들	애니메이션	KBS2	수, 목 15시 35분		미국	
58595	추적르포 사라진 가족 시즌1	연예/오락					
58596	드림메이커 별을 쏘다	연예/오락					
58597	소녀K	국내드라마					
58598	생활의 발견 오감도	시사교양	KBS2	월 ~ 금 09시 00분		한국	
58599	행복최청천	해외드라마					
58600	미포링의 보조개	해외드라마					
58601	부자의 탄생 시즌1	연예/오락					
58602	달의 신나는 우주여행	애니메이션	KBS2	월, 화 15시 35분		캐나다, 영국, 싱가폴	
58603	세계는 지금	시사교양	KBS2	토 08시 10분		한국	
58604	제금	해외드라마					
58605	영덕 우먼스 씨름단	국내드라마	KBS2	일 23시 15분		한국	
58606	바보와 시험과 소환수 2기	애니메이션					
58607	화이트 칼라 시즌 3	해외드라마					
58608	즐거운 책 읽기	시사교양	KBS1	화 24시 35분		한국	
58609	마더 쇼크	시사교양	EBS	월, 화, 수 21시 50분		한국	
58610	하나와가의 네자매	해외드라마					
58611	홈 드라마!	해외드라마					
58612	아름다운 사람들	시사교양	KBS1	화 ~ 금 22시 50분		한국	
58613	호루라기	시사교양	KBS2	목 20시 55분		한국	
58614	해피 하우스	시사교양	KBS2	토 08시 10분		한국	
58615	테마여행 길을 걷다	시사교양	KBS2	토 07시 00분		한국	
58616	문화기행 세계의 유산	시사교양	KBS2	토 07시 40분		한국	
58617	닥터 후 시즌 6	해외드라마					
58618	시티헌터	애니메이션					
58619	트렌드쇼	연예/오락	KBS2	일 21시 05분		한국	
58620	드루아가의 탑 2기	애니메이션					
58621	2003 신 견우직녀	국내드라마	MBC	금 21시 55분		한국	
58622	익스트림 서바이벌 레이싱 퀸 시즌2	연예/오락					
58623	그 남자의 나라	국내드라마	SBS			한국	
58624	우리가 연애를 못하는 이유	국내드라마					
58625	보스를 지켜라	국내드라마	SBS	수, 목 21시 55분		한국	
58626	욕망의 도시	해외드라마					
58627	진주 MBC 생방송 전국시대	시사교양	진주 MBC	월 ~ 금 17시 10분		한국	
58628	우리들 뜨거운 노래	국내드라마	SBS	월, 화 20시 50분		한국	
58629	베스트11 황금축구화	연예/오락					
58630	호두의 방	해외드라마					
58631	러브 바이츠	해외드라마					
58632	나도 가수다	연예/오락	MBC	금 24시 35분		한국	
58633	TV만화 달마과장	연예/오락	MBC	금 24시 35분		한국	
58634	그 남자가 거기 있다	국내드라마	KBS2	일 23시 15분		한국	
58635	남자가 운다	국내드라마	KBS2	일 23시 15분		한국	
58636	화평공주 체중 감량사	국내드라마	KBS2	일 23시 15분		한국	
58637	유쾌한 두뇌검색	연예/오락	SBS	목 19시 00분		한국	
58638	최국 TV	연예/오락	MBC	금 24시 35분		한국	
58639	영웅은 살아있다	연예/오락	MBC	금 24시 35분		한국	
58640	내 집 장만 토너먼트 : 집드림	연예/오락	MBC	일 17시 20분		한국	
58641	지우 경시청 특수범수사계	해외드라마					
58642	레이나 선생님과 함께하는 폭스 잉글리시	시사교양					
58643	아이 에스 ~남자도 여자도 아닌 성~	해외드라마					
58644	전개걸	해외드라마					
58645	덱스터 시즌 6	해외드라마					
58646	굿모닝 투자의 아침	시사교양					
58647	돈키호테	해외드라마					
58648	신 경시청 수사 1과 9계 시즌 3	해외드라마					
58649	다큐시대	시사교양	KBS2	토 23시 10분		한국	
58650	쿄토지검의 여자 6	해외드라마					
58651	교토지검의 여자 7	해외드라마					
58652	비바 블루스	해외드라마					
58653	다이어트 리벤저	연예/오락					
58654	코버트 어페어즈 시즌 2	해외드라마					
58655	멤피스 비트 시즌 2	해외드라마					
58656	호손 시즌 3	해외드라마					
58657	핫 인 클리블랜드 시즌 2	해외드라마					
58658	우랄, 알타이를 가다	시사교양	EBS	월, 화 21시 50분		한국	
58659	번 노티스 시즌 5	해외드라마					
58660	더 부스	해외드라마					
58661	트루 블러드 시즌 4	해외드라마					
58662	빅 씨 시즌 2	해외드라마					
58663	로열 페인즈 시즌 3	국내드라마					
58664	폴링 스카이즈 시즌 1	해외드라마	KBS2	일 24시 25분		캐나다, 미국	
58665	서경덕의 국가대표	시사교양					
58666	블루 마운틴 스테이트 시즌 2	해외드라마					
58667	케이프 맨	해외드라마					
58668	에그보이 코루	애니메이션	MBC	목 16시 40분			
58669	숲 속 친구 파파룰라	시사교양	EBS	월, 화 08시 45분		한국	
58670	스포츠 이야기 운동화	시사교양	KBS1	일 24시 20분		한국	
58671	KBS 뉴스 7	시사교양	KBS1	월 ~ 금 19시 00분		한국	
58672	달샤벳의 쿨한 친구	연예/오락					
58673	꼬마기관차 토마스와 친구들 시즌 15	애니메이션	EBS	월 ~ 금 07시 35분		영국	
58674	마음의 실	해외드라마					
58675	나츠메 우인장 1기	애니메이션					
58676	나츠메 우인장 2기	애니메이션					
58677	나츠메 우인장 3기	애니메이션					
58678	춤추는 소녀 와와	시사교양	EBS			한국	
58679	윤도현의 MUST	연예/오락					
58680	댄싱 스토리	연예/오락					
58681	미스핏츠 시즌 2	해외드라마					
58682	한류! 아시아를 넘어 세계로 SM Town Live in Paris	기타	MBC	토 24시 30분			
58683	세레나데 대작전	연예/오락					
58684	신의 인형	애니메이션					
58685	마요치키!	애니메이션					
58686	단탈리안의 서가	애니메이션					
58687	이국미로의 크로와제	애니메이션					
58689	잊혀진 독립운동 단파방송수신사건	시사교양	KBS1	목 22시 00분			
58690	영광의 재인	국내드라마	KBS2	수, 목 21시 55분		한국	
58691	주말혼	해외드라마					
58692	뷰티플 라이프 (가제)	국내드라마	SBS			한국	
58693	사생결단 1%	연예/오락					
58694	드림 프로젝트 당신에게 일어날 수 있는 기적	연예/오락	SBS	목 18시 30분		한국	
58695	리졸리 앤 아일스 시즌 2	해외드라마					
58696	오작교 형제들	국내드라마	KBS2	토, 일 19시 55분		한국	
58697	틴 울프 시즌 1	해외드라마					
58698	미락짜요	해외드라마					
58699	스타일쇼 필	시사교양					
58700	신탐적인걸	해외드라마					
58701	동정부부 요안 루갈다	시사교양					
58702	쿵푸전기	시사교양					
58703	하느님의 메모장	애니메이션					
58704	매일엄마	애니메이션	SBS	월, 화 16시 00분		일본	
58705	2PM 쇼	연예/오락					
58707	쾌걸조씨	연예/오락	MBC	금 24시 35분		한국	
58708	누라리횬의 손자	애니메이션					
58709	누라리횬의 손자 ~천년마경~	애니메이션					
58710	천번의 입맞춤	국내드라마	MBC	토, 일 20시 40분		한국	
58711	이가사 크리스티	국내드라마	SBS	금 19시 05분		한국	
58712	이만기의 팔팔한 인생	시사교양	울산 MBC	토 08시 45분			
58713	폼나게 살거야	국내드라마	SBS	토, 일 21시 50분		한국	
58714	태양은 다시 떠오른다	해외드라마					
58715	인간곤충기	해외드라마					
58716	변두리 로켓	해외드라마					
58717	품행제로	연예/오락	KBS2			한국	
58718	얼짱시대 시즌5	연예/오락					
58719	기막힌 외출 리턴즈	연예/오락					
58720	더 멜로디 오브 피스	시사교양					
58721	흑집사 1기	애니메이션					
58722	2011 대학토론배틀	시사교양					
58723	힛 더 S 스타일	연예/오락					
58724	괴협일지매	해외드라마					
58725	서울즈 소울: 메가시티 - 지금 서울은	시사교양					
58726	꾸러기 천사들	국내드라마	EBS	금 18시 00분		한국	
58727	2011 탑 기어 코리아	연예/오락					
58728	노래의왕자님 진짜 러브 1000%	애니메이션					
58729	냥파이어	애니메이션					
58730	정보석의 청담동 새벽 한 시	연예/오락					
58731	전사자 유가족을 찾습니다	기타	KBS1	목 17시 20분		한국	
58732	마이 맨 캔	연예/오락					
58733	챠강티메	시사교양	EBS	화, 수 21시 50분		한국, 몽골	
58734	천일의 약속	국내드라마	SBS	월, 화 21시 55분		한국	
58735	TV소설 약속	국내드라마	KBS1				
58736	최후의 만찬~형사 토노 카즈유키와 7명의 용의자~	해외드라마					
58737	전쟁과 군인	기타	KBS1	금, 토 22시 00분			
58738	드림 메이커	연예/오락					
58739	99년의 사랑 : 재패니즈 아메리칸즈	해외드라마					
58740	사랑의 찬가	국내드라마	SBS			총 142부작	
58741	강각의 레기오스	애니메이션					
58742	라이벌 매치	연예/오락					
